"filename", "language", "C", "C++", "Java", "comment", "blank", "total"
"c:\cpp\cpp\算法\模拟_枚举_贪心\贪心_货舱选址.cpp", "C++", 0, -19, 0, 0, -9, -28
"c:\cpp\cpp\算法\递归\剪枝与优化_数的划分.cpp", "C++", 0, -26, 0, 0, -14, -40
"c:\cpp\cpp\算法\递归\递归_最大公约数_（扩展欧几里得算法）.cpp", "C++", 0, -19, 0, 0, -7, -26
"c:\cpp\cpp\算法\递归\递归_最大公约数_（欧几里得算法）.cpp", "C++", 0, -30, 0, 0, -11, -41
"c:\cpp\cpp\算法\递归\递归_汉诺塔问题.cpp", "C++", 0, -17, 0, 0, -9, -26
"c:\cpp\cpp\算法\递归\递归_预测赢家.cpp", "C++", 0, -21, 0, 0, -10, -31
"c:\cpp\cpp\算法\递归\递归枚举回溯_24点.cpp", "C++", 0, -70, 0, 0, -15, -85
"c:\cpp\cpp\算法\递归\递归枚举回溯_全排列.cpp", "C++", 0, -35, 0, 0, -13, -48
"c:\cpp\cpp\算法\递归\递归枚举回溯_枚举子集.cpp", "C++", 0, -25, 0, 0, -6, -31
"c:\cpp\cpp\算法\递归\递归枚举回溯_组合型枚举.cpp", "C++", 0, -25, 0, 0, -8, -33
"Total", "-", 2564, -16703, -55, -263, -4282, -18739
